customer_id,country,city,address,phone,email,customer_id,first_name,last_name,gender,birth_date,registration_date,contact_information,order_id,customer_id,order_date,total,order_line_id,order_id,product_id,price,quantity,product_id,category,product_name,price,volume_ml
70,Russia,Moscow,st. Bunin Alley 17 kv.35,79888331036,gomonovas@yandex.ru,70,Gomonova,Sofia,F,2001-04-12,2020-08-19,70,237,70,2021-02-27 8:10:29,27005.00,816,237,14,450.00,8.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
72,Russia,Saint Petersburg,Peter the Great Street 9,79123471955,polinam@mail.ru,72,Melnik,Polina,F,2002-01-23,2023-05-02,72,244,72,2023-06-26 23:28:50,18760.00,841,244,14,450.00,11.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
77,Russia,Ekaterinburg,Mira Avenue 25,79991382998,i.komarov@mail.ru,77,Komarov,Igor,M,2002-01-23,2020-04-11,77,255,77,2021-11-30 20:24:33,13540.00,873,255,14,450.00,13.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
77,Russia,Ekaterinburg,Mira Avenue 25,79991382998,i.komarov@mail.ru,77,Komarov,Igor,M,2002-01-23,2020-04-11,77,258,77,2020-09-01 12:40:20,15720.00,883,258,14,450.00,3.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
83,Russia,Moscow,"St. Profsoyuznaya 83, building 2",79159566196,virillova-20-20@mail.ru,83,Kirillova,Viktorya,F,1993-08-11,2022-11-17,83,273,83,2023-05-15 19:19:58,11045.00,920,273,14,450.00,14.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
84,Russia,Saint Petersburg,St. Ozernaya 6,79876655320,a.kamchatkina@yandex.ru,84,Kamchatkina,Anastasia,F,1998-07-15,2022-12-25,84,282,84,2023-03-17 15:30:22,17145.00,945,282,14,450.00,15.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
85,Russia,Saint Petersburg,"St. Pobeda 19, apt. 92",79854280929,lobovaaaa@yandex.ru,85,Lobova,Alena,F,2002-10-10,2023-04-19,85,286,85,2023-09-18 8:13:15,13995.00,956,286,14,450.00,3.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
85,Russia,Saint Petersburg,"St. Pobeda 19, apt. 92",79854280929,lobovaaaa@yandex.ru,85,Lobova,Alena,F,2002-10-10,2023-04-19,85,288,85,2023-07-31 6:33:02,14745.00,967,288,14,450.00,13.00,14,Artificial molecules,STRAWBERRY 0910 BASE PFW,450.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,13,74,2020-05-11 12:38:44,20770.00,53,13,15,395.00,8.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,15,74,2021-08-30 13:44:52,24225.00,66,15,15,395.00,7.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,20,74,2023-04-02 13:10:52,45030.00,116,20,15,395.00,8.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,21,74,2023-10-04 18:52:40,40100.00,121,21,15,395.00,9.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
5,Brazil,Sao Paulo,"Rua Or?s, 92",(11) 555-9857,ariacruz@yahoo.com,5,Aria,Cruz,F,1991-05-21,2023-08-17,5,36,5,2020-09-11 13:11:24,15060.00,182,36,15,395.00,14.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
6,Brazil,Campinas,"Av. Brasil, 442",(11) 555-9482,andrefonseca@gmail.com,6,Andre,Fonseca,M,1990-08-08,2020-04-17,6,41,6,2022-02-23 8:53:20,22805.00,198,41,15,395.00,13.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
6,Brazil,Campinas,"Av. Brasil, 442",(11) 555-9482,andrefonseca@gmail.com,6,Andre,Fonseca,M,1990-08-08,2020-04-17,6,43,6,2022-08-21 13:50:31,3555.00,206,43,15,395.00,9.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
12,Canada,Vancouver,1900 Oak St.,(604) 555-3392,yoshitannamuri@gmail.com,12,Yoshi,Tannamuri,M,1993-09-11,2021-08-17,12,58,12,2021-10-31 2:08:41,22840.00,255,58,15,395.00,7.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
19,Italy,Bergamo,Via Ludovico il Moro 22,035-640230,giovannirovelli@outlook.com,19,Giovanni,Rovelli,M,1991-03-18,2022-01-18,19,82,19,2023-05-16 14:05:15,16565.00,339,82,15,395.00,14.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
40,France,Paris,"265, boulevard Charonne",(1) 42.34.22.66,mariebertrand@earthlink.com,40,Marie,Bertrand,F,2003-12-17,2021-02-14,40,137,40,2023-05-26 23:12:32,29540.00,538,137,15,395.00,13.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
40,France,Paris,"265, boulevard Charonne",(1) 42.34.22.66,mariebertrand@earthlink.com,40,Marie,Bertrand,F,2003-12-17,2021-02-14,40,137,40,2023-05-26 23:12:32,29540.00,540,137,15,395.00,4.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
43,France,Reims,59 rue de l'Abbaye,26.47.15.10,paulhenriot@gmail.com,43,Paul,Henriot,M,1995-10-24,2020-04-19,43,149,43,2023-03-08 9:12:11,21450.00,570,149,15,395.00,6.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
44,Germany,Berlin,Obere Str. 57,030-0074321,mariaanders@gmail.com,44,Maria,Anders,F,1997-11-08,2020-01-02,44,157,44,2023-08-24 7:01:52,46925.00,597,157,15,395.00,14.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
48,Germany,Brandenburg,Maubelstr. 90,0555-09876,philipcramer@gmail.com,48,Philip,Cramer,M,2004-09-16,2020-04-15,48,173,48,2021-05-04 18:47:36,20480.00,643,173,15,395.00,8.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
52,Germany,Cunewalde,Taucherstra?e 10,0372-035188,horstkloss@gmail.com,52,Horst,Kloss,M,2000-12-16,2020-10-13,52,185,52,2023-07-15 15:56:53,13060.00,684,185,15,395.00,2.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
54,Germany,Stuttgart,Adenauerallee 900,0711-020361,ritamuller@yahoo.com,54,Rita,Muller,F,1996-12-18,2023-03-06,54,190,54,2022-07-20 7:43:38,15560.00,701,190,15,395.00,13.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,60,Rene,Phillips,M,2001-09-29,2023-06-01,60,207,60,2022-01-16 10:31:14,13150.00,741,207,15,395.00,12.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
67,USA,Seattle,305 - 14th Ave. S. Suite 3B,(206) 555-4112,karljablonski@gmail.com,67,Karl,Jablonski,M,2000-07-21,2022-08-06,67,229,67,2022-09-11 15:09:05,10845.00,793,229,15,395.00,6.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
72,Russia,Saint Petersburg,Peter the Great Street 9,79123471955,polinam@mail.ru,72,Melnik,Polina,F,2002-01-23,2023-05-02,72,242,72,2023-07-22 8:46:10,8070.00,836,242,15,395.00,15.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
75,Russia,Ekaterinburg,St. Moroznaya 14,79881582261,anin.m@yandex.ru,75,Anin,Michail,M,2001-02-02,2020-01-17,75,253,75,2020-01-19 12:45:59,10070.00,866,253,15,395.00,3.00,15,Artificial molecules,MANGO 1090 BASE PFW,395.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,15,74,2021-08-30 13:44:52,24225.00,67,15,16,425.00,12.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
1,Argentina,Buenos Aires,Cerrito 333,(1) 135-5555,patriciosimpson@gmail.com,1,Patricio ,Simpson,M,2001-10-24,2020-10-14,1,24,1,2020-11-07 11:39:12,11930.00,142,24,16,425.00,3.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
11,Canada,Tsawassen,23 Tsawassen Blvd.,(604) 555-4729,elizabethlincoln@gmail.com,11,Elizabeth,Lincoln,F,2003-07-14,2020-03-11,11,54,11,2023-09-09 6:08:14,42635.00,237,54,16,425.00,7.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
24,Spain,Sevilla,"C/ Romero, 33",(95) 555 82 82,josefreyre@outlook.com,24,Jose Pedro,Freyre,F,1998-02-09,2020-03-15,24,97,24,2023-09-14 19:17:48,21675.00,399,97,16,425.00,4.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
29,UK,London,35 King George,(171) 555-0297,anndevon@gmail.com,29,Ann,Devon,F,1985-01-14,2021-11-10,29,109,29,2023-08-21 7:04:17,12175.00,436,109,16,425.00,1.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
31,UK,London,South House 300 Queensbridge,(171) 555-7733,simoncrowther@yahoo.com,31,Simon,Crowther,M,1995-05-16,2020-03-01,31,117,31,2020-06-10 5:23:24,12135.00,473,117,16,425.00,11.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
41,France,Paris,"25, rue Lauriston",(1) 47.55.60.10,dominiqueperrier@yahoo.com,41,Dominique,Perrier,M,2000-06-16,2020-02-11,41,140,41,2023-03-26 13:31:57,1200.00,549,140,16,425.00,2.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
41,France,Paris,"25, rue Lauriston",(1) 47.55.60.10,dominiqueperrier@yahoo.com,41,Dominique,Perrier,M,2000-06-16,2020-02-11,41,141,41,2023-07-05 9:27:20,10500.00,551,141,16,425.00,14.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
65,USA,Butte,55 Grizzly Peak Rd.,(406) 555-5834,liuwong@gmail.com,65,Liu,Wong,F,2001-08-05,2020-02-04,65,220,65,2020-09-29 13:19:49,16585.00,777,220,16,425.00,10.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
70,Russia,Moscow,st. Bunin Alley 17 kv.35,79888331036,gomonovas@yandex.ru,70,Gomonova,Sofia,F,2001-04-12,2020-08-19,70,238,70,2023-04-30 6:31:35,48680.00,822,238,16,425.00,10.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
81,Russia,Moscow,"St. Vodny stadium 15, building 4, apt. 20",79229376544,d.fedorov@yandex.ru,81,Fedorov,Dmitry,M,1995-07-12,2021-02-19,81,264,81,2023-06-19 19:46:41,17645.00,895,264,16,425.00,15.00,16,Artificial molecules,TRIMOFIX (IFF),425.00,2.5
44,Germany,Berlin,Obere Str. 57,030-0074321,mariaanders@gmail.com,44,Maria,Anders,F,1997-11-08,2020-01-02,44,2,44,2020-07-11 22:11:14,6580.00,4,2,17,585.00,3.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
44,Germany,Berlin,Obere Str. 57,030-0074321,mariaanders@gmail.com,44,Maria,Anders,F,1997-11-08,2020-01-02,44,4,44,2021-01-11 15:14:30,8790.00,14,4,17,585.00,1.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
17,Mexico,M?xico D.F.,Calle Dr. Jorge Cash 321,(5) 552-3745,guillermofernandez@earthlink.com,17,Guillermo,Fernandez,M,2003-04-04,2020-01-05,17,9,17,2020-09-14 21:12:38,8740.00,28,9,17,585.00,4.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,14,74,2020-09-19 14:38:15,41615.00,61,14,17,585.00,5.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,19,74,2023-01-25 12:52:46,28445.00,98,19,17,585.00,4.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
1,Argentina,Buenos Aires,Cerrito 333,(1) 135-5555,patriciosimpson@gmail.com,1,Patricio ,Simpson,M,2001-10-24,2020-10-14,1,22,1,2020-12-15 15:08:16,25080.00,130,22,17,585.00,5.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
3,Argentina,Buenos Aires,Av. del Libertador 900,(1) 123-5555,sergiogutierrez@yahoo.com,3,Sergio ,Gutierrez,M,1999-01-18,2020-08-17,3,31,3,2021-02-26 0:26:33,10125.00,160,31,17,585.00,15.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
4,Brazil,Sao Paulo,"Av. dos Lus?adas, 23",(11) 555-7647,pedroafonso@gmail.com,4,Pedro,Afonso,M,2000-08-14,2022-11-02,4,33,4,2023-01-24 6:00:32,24110.00,164,33,17,585.00,13.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
11,Canada,Tsawassen,23 Tsawassen Blvd.,(604) 555-4729,elizabethlincoln@gmail.com,11,Elizabeth,Lincoln,F,2003-07-14,2020-03-11,11,52,11,2023-01-28 13:34:51,7460.00,229,52,17,585.00,8.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
13,Canada,Montr?al,43 rue St. Laurent,(514) 555-8054,jeanfresniere@gmail.com,13,Jean,Fresniere,F,1994-09-17,2021-05-10,13,62,13,2022-08-14 15:44:13,18025.00,265,62,17,585.00,6.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
13,Canada,Montr?al,43 rue St. Laurent,(514) 555-8054,jeanfresniere@gmail.com,13,Jean,Fresniere,F,1994-09-17,2021-05-10,13,63,13,2021-11-25 6:02:48,28810.00,267,63,17,585.00,14.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
18,Italy,Torino,Via Monte Bianco 34,011-4988260,paoloaccorti@outlook.com,18,Paolo,Accorti,M,2005-04-15,2023-07-17,18,80,18,2021-12-11 21:48:26,10070.00,333,80,17,585.00,1.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
21,Spain,Madrid,"C/ Araquil, 67",(91) 555 22 82,martinsommer@gmail.com,21,Mart?n,Sommer,M,2002-12-21,2020-01-20,21,85,21,2022-06-10 1:30:28,12630.00,355,85,17,585.00,1.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
27,UK,London,Fauntleroy Circus,(171) 555-1212,victoriaashworth@outlook.com,27,Victoria,Ashworth,F,1991-02-04,2021-05-15,27,105,27,2023-03-28 2:24:35,8465.00,423,105,17,585.00,4.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
29,UK,London,35 King George,(171) 555-0297,anndevon@gmail.com,29,Ann,Devon,F,1985-01-14,2021-11-10,29,108,29,2022-04-04 5:40:57,26970.00,432,108,17,585.00,5.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
33,France,Strasbourg,"24, place Kl?ber",88.60.15.31,frederiqueciteaux@gmail.com,33,Frederique,Citeaux,F,2004-03-20,2020-07-08,33,122,33,2021-05-20 12:08:16,23980.00,495,122,17,585.00,3.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
43,France,Reims,59 rue de l'Abbaye,26.47.15.10,paulhenriot@gmail.com,43,Paul,Henriot,M,1995-10-24,2020-04-19,43,149,43,2023-03-08 9:12:11,21450.00,571,149,17,585.00,7.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,60,Rene,Phillips,M,2001-09-29,2023-06-01,60,206,60,2021-02-26 0:26:33,11710.00,734,206,17,585.00,5.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,60,Rene,Phillips,M,2001-09-29,2023-06-01,60,208,60,2023-01-24 6:00:32,12150.00,744,208,17,585.00,13.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
77,Russia,Ekaterinburg,Mira Avenue 25,79991382998,i.komarov@mail.ru,77,Komarov,Igor,M,2002-01-23,2020-04-11,77,258,77,2020-09-01 12:40:20,15720.00,881,258,17,585.00,6.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
78,Russia,Moscow,"Vernadskogo Avenue 17, apt. 506",79108644030,e.varova@yandex.ru,78,Varova,Elena,F,2002-02-01,2023-05-06,78,259,78,2023-06-11 22:23:34,4680.00,884,259,17,585.00,8.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
81,Russia,Moscow,"St. Vodny stadium 15, building 4, apt. 20",79229376544,d.fedorov@yandex.ru,81,Fedorov,Dmitry,M,1995-07-12,2021-02-19,81,265,81,2022-06-10 6:48:58,11695.00,897,265,17,585.00,2.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
84,Russia,Saint Petersburg,St. Ozernaya 6,79876655320,a.kamchatkina@yandex.ru,84,Kamchatkina,Anastasia,F,1998-07-15,2022-12-25,84,276,84,2023-11-14 10:58:58,18185.00,931,276,17,585.00,7.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
86,Russia,Saint Petersburg,St. Pobeda 106,79275697828,khrushchev99@mail.ru,86,Khrushchev,Alexander,M,2003-07-18,2020-02-24,86,291,86,2022-05-31 16:27:20,10850.00,974,291,17,585.00,7.00,17,Artificial molecules,VEROTYL (PFW),585.00,5.0
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,11,74,2020-01-09 22:10:14,7845.00,40,11,18,295.00,5.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,13,74,2020-05-11 12:38:44,20770.00,54,13,18,295.00,4.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
1,Argentina,Buenos Aires,Cerrito 333,(1) 135-5555,patriciosimpson@gmail.com,1,Patricio ,Simpson,M,2001-10-24,2020-10-14,1,23,1,2021-10-30 21:32:42,17540.00,137,23,18,295.00,3.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
16,Mexico,M?xico D.F.,Sierras de Granada 9993,(5) 555-3392,franciscochang@earthlink.com,16,Francisco,Chang,M,2001-08-14,2022-08-11,16,73,16,2021-10-24 14:43:25,44655.00,307,73,18,295.00,2.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
18,Italy,Torino,Via Monte Bianco 34,011-4988260,paoloaccorti@outlook.com,18,Paolo,Accorti,M,2005-04-15,2023-07-17,18,76,18,2023-09-18 17:53:15,45555.00,316,76,18,295.00,3.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
23,Spain,Barcelona,"Rambla de Catalu?a, 23",(93) 203 4560,eduardosaavedra@gmail.com,23,Eduardo,Saavedra,M,1985-10-30,2021-04-18,23,93,23,2023-08-07 19:11:20,15815.00,381,93,18,295.00,11.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
30,UK,Cowes,Garden House Crowther Way,(198) 555-8888,helenbennett@gmail.com,30,Helen,Bennett,F,1986-12-30,2021-07-15,30,115,30,2020-09-18 9:07:19,53780.00,465,115,18,295.00,13.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
37,France,Nantes,"54, rue Royale",40.32.21.21,carineschmitt@yahoo.com,37,Carine,Schmitt,F,1990-05-16,2023-03-19,37,130,37,2022-02-25 10:12:19,1180.00,520,130,18,295.00,4.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
42,France,Lyon,"2, rue du Commerce",78.32.54.86,marysaveley@earthlink.com,42,Mary,Saveley,F,1999-03-16,2020-02-13,42,144,42,2021-10-28 19:42:29,17045.00,559,144,18,295.00,6.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
47,Germany,M?nchen,Berliner Platz 43,089-0877310,peterfranken@yahoo.com,47,Peter,Franken,M,1990-09-11,2020-03-11,47,166,47,2023-03-17 2:35:20,590.00,621,166,18,295.00,2.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
47,Germany,M?nchen,Berliner Platz 43,089-0877310,peterfranken@yahoo.com,47,Peter,Franken,M,1990-09-11,2020-03-11,47,169,47,2023-05-24 10:17:14,17265.00,631,169,18,295.00,9.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
56,USA,Elgin,City Center Plaza 516 Main St.,(503) 555-6874,yoshilatimer@gmail.com,56,Yoshi,Latimer,F,2005-03-11,2020-04-06,56,196,56,2023-01-13 2:16:35,32800.00,715,196,18,295.00,10.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
60,USA,Anchorage,2743 Bering St.,(907) 555-7584,renephillips@gmail.com,60,Rene,Phillips,M,2001-09-29,2023-06-01,60,208,60,2023-01-24 6:00:32,12150.00,742,208,18,295.00,1.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
64,USA,Portland,89 Jefferson Way Suite 2,(503) 555-3612,liznixon@gmail.com,64,Liz,Nixon,F,2000-08-12,2022-11-15,64,218,64,2023-01-17 3:25:04,21625.00,770,218,18,295.00,13.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
70,Russia,Moscow,st. Bunin Alley 17 kv.35,79888331036,gomonovas@yandex.ru,70,Gomonova,Sofia,F,2001-04-12,2020-08-19,70,238,70,2023-04-30 6:31:35,48680.00,821,238,18,295.00,4.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
72,Russia,Saint Petersburg,Peter the Great Street 9,79123471955,polinam@mail.ru,72,Melnik,Polina,F,2002-01-23,2023-05-02,72,245,72,2023-11-15 1:47:20,10760.00,842,245,18,295.00,11.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
85,Russia,Saint Petersburg,"St. Pobeda 19, apt. 92",79854280929,lobovaaaa@yandex.ru,85,Lobova,Alena,F,2002-10-10,2023-04-19,85,284,85,2023-08-09 6:04:04,5580.00,951,284,18,295.00,15.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
86,Russia,Saint Petersburg,St. Pobeda 106,79275697828,khrushchev99@mail.ru,86,Khrushchev,Alexander,M,2003-07-18,2020-02-24,86,291,86,2022-05-31 16:27:20,10850.00,973,291,18,295.00,13.00,18,Artificial molecules,CYCLAMEN ALDEHYDE,295.00,5.0
44,Germany,Berlin,Obere Str. 57,030-0074321,mariaanders@gmail.com,44,Maria,Anders,F,1997-11-08,2020-01-02,44,1,44,2020-01-08 10:30:25,1495.00,2,1,19,375.00,2.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,11,74,2020-01-09 22:10:14,7845.00,36,11,19,375.00,2.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,16,74,2021-12-11 15:31:50,14430.00,77,16,19,375.00,14.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
74,Russia,Moscow,"St. Gagarina 19, building 2, apt. 507",79229216488,kasheva_n@mail.ru,74,Kasheva,Nadezhda,F,1998-01-22,2020-01-09,74,21,74,2023-10-04 18:52:40,40100.00,124,21,19,375.00,5.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
1,Argentina,Buenos Aires,Cerrito 333,(1) 135-5555,patriciosimpson@gmail.com,1,Patricio ,Simpson,M,2001-10-24,2020-10-14,1,24,1,2020-11-07 11:39:12,11930.00,140,24,19,375.00,11.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
12,Canada,Vancouver,1900 Oak St.,(604) 555-3392,yoshitannamuri@gmail.com,12,Yoshi,Tannamuri,M,1993-09-11,2021-08-17,12,58,12,2021-10-31 2:08:41,22840.00,256,58,19,375.00,14.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
30,UK,Cowes,Garden House Crowther Way,(198) 555-8888,helenbennett@gmail.com,30,Helen,Bennett,F,1986-12-30,2021-07-15,30,113,30,2023-05-29 10:12:05,42320.00,459,113,19,375.00,4.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
36,France,Lille,"184, chauss?e de Tournai",20.16.10.16,martinerance@gmail.com,36,Martine,Rance,M,1999-09-14,2021-08-07,36,127,36,2023-07-18 7:11:26,17235.00,507,127,19,375.00,1.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
55,USA,Eugene,2732 Baker Blvd.,(503) 555-7555,howardsnyder@gmail.com,55,Howard,Snyder,M,2004-11-17,2020-01-17,55,195,55,2021-09-17 4:05:31,44935.00,710,195,19,375.00,15.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
62,USA,Boise,187 Suffolk Ln.,(208) 555-8097,josepavarotti@gmail.com,62,Jose,Pavarotti,F,2003-08-11,2020-11-13,62,212,62,2021-12-17 3:15:43,7760.00,751,212,19,375.00,7.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
66,USA,Kirkland,722 DaVinci Blvd.,(206) 555-8257,helvetiusnagy@gmail.com,66,Helvetius,Nagy,M,2001-05-29,2023-01-06,66,224,66,2023-05-11 10:40:28,8900.00,782,224,19,375.00,9.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
70,Russia,Moscow,st. Bunin Alley 17 kv.35,79888331036,gomonovas@yandex.ru,70,Gomonova,Sofia,F,2001-04-12,2020-08-19,70,235,70,2022-03-24 21:35:02,4415.00,810,235,19,375.00,9.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
72,Russia,Saint Petersburg,Peter the Great Street 9,79123471955,polinam@mail.ru,72,Melnik,Polina,F,2002-01-23,2023-05-02,72,244,72,2023-06-26 23:28:50,18760.00,838,244,19,375.00,9.00,19,Artificial molecules,ALLYL CAPROATE (SYMRISE),375.00,2.5
4,Brazil,Sao Paulo,"Av. dos Lus?adas, 23",(11) 555-7647,pedroafonso@gmail.com,4,Pedro,Afonso,M,2000-08-14,2022-11-02,4,34,4,2021-09-14 10:32:05,19300.00,171,34,20,635.00,1.00,20,Artificial molecules,JASMIN 231 SA (FIRMENICH),635.00,2.5
